CONS,BOOTH,INC2009,BJP2009,CPI2009,INC2014,BJP2014,CPI2014,INC2016,BJP2016,CPI2016,Total2009,Total2014,Total2016,BOOTHNAME
THIRUVANANTHAPURAM,86,290,79,140,150,272,102,165,228,137,529,554,570,Govt:CottonHill MGHSS Thiruvananthapuram(Western room of the Eastern Building- PTA Office )
THIRUVANANTHAPURAM,87,359,67,218,183,326,182,205,207,277,670,726,764,"Govt. Model HS Thiruvananthapuram(PTA Building,Southern portion of Ground floor,first floor)"
THIRUVANANTHAPURAM,88,214,69,193,132,261,121,162,177,145,490,528,540,"Govt. Model BHSS Thiruvananthapuram(Ground floor on PTA Building,Northern part)"
THIRUVANANTHAPURAM,89,197,40,82,140,157,32,119,125,52,324,344,328,Ulloor Smaraka Reading room(Eastern portion)
THIRUVANANTHAPURAM,90,351,174,303,138,574,254,212,431,349,845,983,1040,Govt:GHS Jagathy(Western portion of main Building)
THIRUVANANTHAPURAM,91,275,159,219,132,433,147,226,358,191,673,727,817,Govt:GHS Jagathy(Western Portion of Booth 78)
THIRUVANANTHAPURAM,92,274,150,173,110,435,118,153,380,126,601,683,702,Govt:GHS Jagathy(Eastern portion of main Building)
THIRUVANANTHAPURAM,93,306,172,150,119,471,98,177,393,143,636,703,752,Govt:GHS Jagathy(Northern shed)
THIRUVANANTHAPURAM,94,276,173,195,95,580,127,165,445,160,659,810,824,People's Reading room and Pre Primary school Kannettumukku
THIRUVANANTHAPURAM,95,378,136,178,172,493,106,224,349,131,705,795,757,Govt. Model BHSS Thiruvananthapuram(Middle portion of Ground floor on PTA Building)
THIRUVANANTHAPURAM,96,352,78,368,310,347,230,385,320,307,820,945,1068,Govt L P S and Nursary school Mettukada(Northern portion of main Building)
THIRUVANANTHAPURAM,97,392,78,407,275,345,303,373,293,356,925,954,1088,Govt Model H S L P S Thiruvananthapuram(Eastern portion of south Building)
THIRUVANANTHAPURAM,98,288,182,278,197,574,209,253,534,300,777,1008,1145,Govt Model H S L P S Thiruvananthapuram(Western portion of South Building)
THIRUVANANTHAPURAM,99,372,115,317,301,364,261,307,299,336,850,959,985,Govt Model H S L P S Thiruvananthapuram(Teachers Room in South Building)
THIRUVANANTHAPURAM,100,259,180,261,139,482,140,193,392,203,718,788,848,Govt Model H S L P S Thiruvananthapuram(North Portion of Main Building)
THIRUVANANTHAPURAM,101,177,100,160,156,283,120,193,274,139,448,588,659,Sree Swathithirunal Sangeetha Academy Tvm(Western Building No 1)
THIRUVANANTHAPURAM,102,198,76,218,176,224,104,240,185,131,501,542,611,Sree Swathithirunal Sangeetha Academy Tvm(Western Building No 2)
THIRUVANANTHAPURAM,103,194,72,278,198,191,241,302,156,249,571,681,777,Govt. BHS Chalai (Southern Portion of East Building )
THIRUVANANTHAPURAM,104,379,194,88,161,518,74,228,506,93,673,780,871,Govt. BHS Chalai (Middle Portion of East Building )
THIRUVANANTHAPURAM,105,268,63,358,246,231,312,398,232,246,702,843,999,Thamizh HSS Chalai(Northern portion old Building)
THIRUVANANTHAPURAM,106,278,163,276,106,519,207,178,395,256,735,857,893,Thamizh HSS Chalai(Southern portion of main Building)
THIRUVANANTHAPURAM,107,183,83,293,196,169,190,278,138,192,567,629,638,Thamizh HSS Chalai(Middle portion of old Building)
THIRUVANANTHAPURAM,108,458,236,163,249,746,130,337,670,143,866,1155,1188,Govt. BHS Chalai (Western Portion of South Building )
THIRUVANANTHAPURAM,109,430,294,144,217,767,93,322,703,151,886,1111,1230,Thamizh sangham Office Melarannoor
THIRUVANANTHAPURAM,110,484,16,244,440,103,280,504,70,263,790,871,895,Thamizh sangham Office Melarannoor Room 2
THIRUVANANTHAPURAM,111,566,6,280,514,64,349,545,35,312,907,996,1141,Sree Vidyadiraja NSS Karayogam Building Melarannoor
THIRUVANANTHAPURAM,112,468,10,212,450,83,227,480,58,250,751,793,850,Sree Vidyadiraja NSS Karayogam Building Room 2 Melarannoor
THIRUVANANTHAPURAM,113,431,8,211,418,30,232,543,16,205,699,775,853,Poojapura Govt. Staff Quarters Recidents Association Reg no 6511 (Library & Reading Room)
THIRUVANANTHAPURAM,114,561,16,238,544,86,277,353,31,145,836,1002,571,Poojapura Govt. Staff Quarters Recidents Association Reg no 6511( Middle portion of Booth No 98 and Booth No 99 )
THIRUVANANTHAPURAM,115,606,3,186,636,25,329,764,17,266,916,1055,1150,Poojapura Govt. Staff Quarters Association Reg no 6511 (Nursary School)
THIRUVANANTHAPURAM,116,267,6,359,479,25,234,618,14,412,659,860,1145,"Chattambiswami N S S Karayoga Mandiram, Melarannoor"
THIRUVANANTHAPURAM,117,340,3,456,453,14,325,637,15,446,825,921,1171,"Kerala Water authority pumping station A E Office No1, Aryasala"
THIRUVANANTHAPURAM,118,399,156,176,238,524,121,274,515,213,742,928,1050,"Kerala Water authority pumping station A E Office No2, Aryasala"
THIRUVANANTHAPURAM,119,240,95,156,110,362,111,161,298,163,499,601,649,Central H S Attakulangara(Northern portion of Middle Building)
THIRUVANANTHAPURAM,120,317,125,177,152,530,112,200,470,170,634,807,887,Sahodara Samajam N S S Karayogam No. 2400 (Hall)
THIRUVANANTHAPURAM,121,226,173,128,101,501,64,146,455,103,536,677,728,Central H S Attakulangara(Southern portion of Main Building)
THIRUVANANTHAPURAM,122,199,242,99,74,502,37,136,444,65,553,631,693,Central H S Attakulangara(Middle portion of Middle Building)
THIRUVANANTHAPURAM,123,232,160,119,102,466,69,159,405,93,521,654,712,Central H S Attakulangara(Middle portion of West Building)
THIRUVANANTHAPURAM,124,324,86,293,190,413,276,275,317,294,728,901,974,Govt. L P S Kuryathi(Northern portion of West Building)
THIRUVANANTHAPURAM,125,205,53,131,206,271,74,221,246,118,394,581,614,Govt. L P S Kuryathi(Western portion of North Building)
THIRUVANANTHAPURAM,126,343,104,172,196,419,164,278,325,183,642,806,860,Govt. L P S Kuryathi(Southern portion of West Building)
THIRUVANANTHAPURAM,127,291,136,223,175,507,180,236,454,211,672,889,957,Govt.Upper Primary School Valiyathura(Northern portion of East Building)
THIRUVANANTHAPURAM,128,272,132,130,141,432,75,167,342,90,547,660,640,Govt.Upper Primary School Valiyathura(Southern portion of East Building)
THIRUVANANTHAPURAM,129,325,131,144,202,439,96,289,394,120,630,752,834,Govt.Upper Primary School Valiyathura(Middle portion of Eastern Building)
THIRUVANANTHAPURAM,130,319,98,210,164,438,178,230,456,236,648,807,970,Govt.Upper Primary School Valiyathura(Northern Building)
THIRUVANANTHAPURAM,131,316,96,266,177,497,226,287,398,272,709,943,1034,St.Antony's Higher Secondary School Valiyathura(Northern portion of East Building)
THIRUVANANTHAPURAM,132,314,1,344,473,4,258,438,4,391,679,794,958,St.Antony's Higher Secondary School Valiyathura(Southern portion of east Building)
THIRUVANANTHAPURAM,133,432,1,404,572,3,320,341,0,213,860,991,685,St.Antony's HSS Valiyathura(Middle portion of HSS Building-Room 2)
THIRUVANANTHAPURAM,134,283,3,370,463,5,256,400,4,239,702,833,727,St.Antony's HSS Valiyathura(Middle portion of Main Building)
THIRUVANANTHAPURAM,135,193,2,286,385,4,246,466,4,421,499,740,992,St.Antony's HSS Valiyathura(Western portion of Main Building)
THIRUVANANTHAPURAM,136,333,3,380,439,8,254,235,2,276,733,793,571,St.Antony's HSS Valiyathura(Middle portion of HSS Building)
THIRUVANANTHAPURAM,137,300,6,481,354,22,249,541,15,369,819,729,1057,St.Antony's HSS Valiyathura(South Portion of H S S Secondary Section)
THIRUVANANTHAPURAM,138,300,17,448,228,30,222,426,19,393,789,552,907,Sree Pattom Thanupilla M UPS Sreevaraham(Southern portion of East Building)
THIRUVANANTHAPURAM,139,276,151,220,322,25,212,295,29,309,670,658,690,Sree Pattom Thanupilla M UPS Sreevaraham(North-Middle  portion of Eastern Building)
THIRUVANANTHAPURAM,140,264,1,339,338,284,161,386,11,277,632,886,767,Sree Pattom Thanupilla M UPS Sreevaraham(Southern portion of west Building)
THIRUVANANTHAPURAM,141,201,83,213,444,8,287,393,271,303,532,846,1021,Sree Pattom Thanupilla M UPS Sreevaraham(Northern portion of east Building)
THIRUVANANTHAPURAM,142,452,3,292,208,229,224,451,3,476,808,685,1052,"Fort Upper Primary School,Sathram(Middle portion of the second Tile Tatched Building at the north portion of main entrance)"
THIRUVANANTHAPURAM,143,522,1,198,517,15,342,241,242,257,784,969,785,"Fort Upper Primary School,Sathram(West portion of Tile Tatched Building)"
THIRUVANANTHAPURAM,144,411,2,232,526,18,304,291,10,615,692,923,1085,"Fort Upper Primary School,Sathram(East Portion of West  Building)"
THIRUVANANTHAPURAM,145,339,1,219,488,10,309,395,10,591,593,879,1091,Ponnara Sreedhar Memorial UPS Ponnaranagar(Western portion of Middle Building)
THIRUVANANTHAPURAM,146,347,124,182,355,9,326,336,4,614,713,733,1022,Govt G H S S Manacaud(Western Building)
THIRUVANANTHAPURAM,147,374,3,264,339,203,278,313,10,489,687,873,894,Ponnara Sreedhar Memorial UPS Ponnaranagar(Middle portion of main Building)
THIRUVANANTHAPURAM,148,310,70,224,414,11,348,250,227,491,648,831,1030,Ponnara Sreedhar Memorial UPS Ponnara Nagar(Middle portion of the Middle Building)
THIRUVANANTHAPURAM,Postal,0,0,0,0,0,0,195,127,225,0,0,585,
VATTIYOORKAVU,1,430,115,206,376,368,147,466,358,263,774,943,1101,"St. Goraithy's HSS, Nalanchira.(NorthernPortion of North Building)"
VATTIYOORKAVU,2,319,55,275,243,274,263,284,316,334,697,826,952,"St. Goraithy's HSS, Nalanchira Eastern Portion of the middle bulding"
VATTIYOORKAVU,3,379,121,272,264,391,250,421,351,310,808,940,1093,Govt. UPS Kusavarkkal.(Southern Portion of West Building)
VATTIYOORKAVU,4,345,190,313,252,527,255,333,517,383,881,1057,1239,Govt. UPS Kudappanakunnu.(Northen Portion of West Shed)
VATTIYOORKAVU,5,356,185,233,202,526,248,314,487,344,823,1002,1158,Govt. UPS Kudappanakunnu.(North east portion of new Building)
VATTIYOORKAVU,6,174,32,277,152,250,257,182,240,338,497,681,773,Govt UPS Kudappankunnu( North Portion of Western shed)
VATTIYOORKAVU,7,250,49,145,243,237,192,324,219,265,481,706,819,Govt UPS Kudappankunnu( South Portion of Western shed)
VATTIYOORKAVU,8,453,136,230,264,423,251,355,389,337,853,988,1096,Govt. UPS Kusavarkkal.(Middle Portion of West Building)
VATTIYOORKAVU,9,490,59,267,462,237,265,596,228,358,876,1026,1195,Govt. UPS Kusavarkkal.(Southern Portion of East Building)
VATTIYOORKAVU,10,501,78,237,442,283,226,540,264,327,856,981,1141,Concodia Loodaran HSS Peroorkada.(Southern Portion of South Building)
VATTIYOORKAVU,11,516,115,254,413,294,209,547,292,275,947,954,1122,Concodia Loodaran HSS Peroorkada.(Middle portion of South Bulding)
VATTIYOORKAVU,12,443,97,187,284,319,169,351,307,222,753,838,884,"St. Goraithy's HSS, Nalanchira.(Middle Portion of North Building)"
VATTIYOORKAVU,13,221,87,219,165,269,171,209,236,250,542,620,707,"St. Goraithys HSS Nalanchira, West portion ofPrimary section"
VATTIYOORKAVU,14,470,87,262,373,298,231,456,289,317,883,935,1079,"St. Goraithy's HSS, Nalanchira.(Eastern Portionof South Building)"
VATTIYOORKAVU,15,419,120,232,309,313,209,434,353,318,867,898,1118,"St. Goraithy's HSS, Nalanchira.(Southern Portionof North Building)"
VATTIYOORKAVU,16,347,121,217,347,379,258,486,337,373,810,1030,1210,Concodia Loodaran HSS Peroorkada.(NorthernPortion of South Building)
VATTIYOORKAVU,17,387,64,172,294,264,145,378,268,222,657,768,878,Govt. UPS Kusavarkkal.(Northern Portion ofEast Building)
VATTIYOORKAVU,18,344,108,184,260,330,191,392,296,274,685,821,970,Concodia Loodaran HSS Peroorkada.(SouthernPortion of North Building)
VATTIYOORKAVU,19,287,45,261,275,221,239,324,221,280,629,771,832,Govt. UPS Kudappanakunnu.(Northern Portionof Main Building)
VATTIYOORKAVU,20,418,117,132,396,280,128,441,287,200,685,833,937,"Govt.UPS Kudappanakunnu, North portion ofNew Building"
VATTIYOORKAVU,21,340,144,236,292,342,230,373,371,299,744,904,1056,Govt. UPS Kudappanakunnu.(Eastern Portion ofNew Building)
VATTIYOORKAVU,22,440,88,189,326,318,178,415,288,268,751,877,983,Concodia Loodaran HSS Peroorkada.(NortthernPortion of North Building)
VATTIYOORKAVU,23,359,57,149,266,255,135,348,203,200,594,690,762,Govt. GHSS Peroorkada.( North Western Portion of Main Building )
VATTIYOORKAVU,24,221,25,490,217,107,510,281,73,566,830,872,935,Govt. UPS Kusavarkkal.(Northern Portion ofWest Building)
VATTIYOORKAVU,25,417,127,213,298,344,200,412,348,273,806,890,1046,"St. Goraithy's HSS, Nalanchira.(Middle Portionof PrimarySection)"
VATTIYOORKAVU,26,396,111,183,309,339,205,381,387,274,736,924,1053,"St. Goraithy's HSS, Nalanchira.(East Portion ofPrimarySection)"
VATTIYOORKAVU,27,300,84,235,255,345,266,433,353,372,701,913,1168,Govt. GHSS Peroorkada.( Sothern middle portion of Main Building )
VATTIYOORKAVU,28,378,84,166,321,308,169,412,361,235,665,841,1019,Govt. GHSS Peroorkada ( North Portion of NewBuilding )
VATTIYOORKAVU,29,345,84,242,282,298,172,386,271,255,707,805,928,Govt. GHSS Peroorkada.(New Building)
VATTIYOORKAVU,30,340,190,194,204,557,162,365,528,255,759,942,1155,PS Nadarajapillai Memorial HSSPeroorkada.(HSBuilding)
VATTIYOORKAVU,31,231,217,248,205,462,239,360,448,307,755,931,1120,Govt. UPS Kudappanakunnu.(Southern Portionof Main Building)
VATTIYOORKAVU,32,310,177,200,299,406,272,489,369,351,801,1030,1223,PS Nadarajapillai Memorial HSSPeroorkada.(Northhern Portion of LP Building)
VATTIYOORKAVU,33,347,194,158,353,401,250,323,306,211,817,1068,854,PS Nadarajapillai Memorial HSSPeroorkada.(Northern Portion of the LP bulding)
VATTIYOORKAVU,34,360,139,243,309,366,261,404,379,410,834,973,1202,PS Nadarajapillai Memorial HSSPeroorkada.(Middle Portion of LP Building)
VATTIYOORKAVU,35,287,117,315,268,349,285,464,328,413,779,987,1223,PS Nadarajapillai Memorial HSSPeroorkada.(Southern Portion of LP Building)
VATTIYOORKAVU,36,279,87,295,321,276,421,211,185,263,801,1066,673,PS Nadarajapillai Memorial HSSPeroorkada.(South Shed]
VATTIYOORKAVU,36,279,87,295,321,276,421,0,0,0,801,1066,0,PS Nadarajapillai Memorial HSSPeroorkada.(South Shed]
VATTIYOORKAVU,40,352,121,267,285,401,226,368,444,389,832,991,1218,FLMSC LPS Vettikonam.(North Portion of northen Building)
VATTIYOORKAVU,41,323,163,194,302,428,200,447,406,338,716,970,1202,FLMSC LPS Vettikonam.(Middle Portion)
VATTIYOORKAVU,42,402,146,228,331,422,209,230,237,180,817,1028,653,FLMSC LPS Vettikonam.(North Portion)
VATTIYOORKAVU,43,390,90,266,388,404,300,244,239,252,819,1149,743,Govt. HS Kachani.(Southern Portion of WestBuilding)
VATTIYOORKAVU,43,390,90,266,388,404,300,0,0,0,819,1149,0,Govt. HS Kachani.(Southern Portion of WestBuilding)
VATTIYOORKAVU,66,415,123,210,263,244,130,346,253,180,763,680,793,Govt. UPS Kulasekharam.(Middle Portion  of South Building)
VATTIYOORKAVU,67,414,130,110,253,264,114,314,273,201,667,670,801,B V H S S kodunganoor (Vivekananda Block room No.603 )
VATTIYOORKAVU,68,406,86,248,309,313,48,319,293,119,773,707,743,"St. John's UPS, Vattiyoorkavu.(Northern Portion of Main Building)"
VATTIYOORKAVU,69,331,31,308,258,357,147,283,413,249,743,795,957,"St. John's UPS, Vattiyoorkavu.(Northern Portion of West building of Main Building)"
VATTIYOORKAVU,70,230,12,341,308,395,92,347,427,167,703,824,953,Saraswathy Vidyalayam Class No Room 105
VATTIYOORKAVU,71,369,154,201,315,313,253,374,325,332,753,912,1039,"St. John's UPS, Vattiyoorkavu.(Eastern Portion of Main Building)"
VATTIYOORKAVU,72,432,127,140,343,235,336,454,279,385,719,955,1123,PTP Nagar Association Hall.
VATTIYOORKAVU,73,467,120,204,313,69,391,294,94,467,819,798,873,Saraswathy Vidyalayam Class Room No 106
VATTIYOORKAVU,74,429,107,139,267,391,175,355,393,232,688,868,998,Saraswathy Vidyalayam Class No Room 108
VATTIYOORKAVU,75,344,139,305,263,390,119,286,441,177,826,798,913,"Vidyadhiraja English Medium School, Valiyavila.(Northern Building)"
VATTIYOORKAVU,76,367,197,270,328,463,165,388,410,278,870,993,1085,"Vidyadhiraja English Medium School, Valiyavila.(Middle Portion of North Building)"
VATTIYOORKAVU,77,365,149,207,240,422,122,296,411,236,742,812,952,"Vidyadhiraja English Medium School,Valiyavila.(Northern Building)"
VATTIYOORKAVU,78,474,116,251,225,392,274,271,440,352,885,931,1073,Govt UPS Thirumala (Valiyavila)( The Middleportion of Double Storey building)
VATTIYOORKAVU,79,340,64,152,235,514,248,284,500,368,569,1027,1160,Govt. U P S Thirumala (Middle Portion ofSecond Building)
VATTIYOORKAVU,80,404,66,220,217,400,168,261,391,296,710,810,952,Govt UPS  Thirumala (Valiyavila)( The eastportion of Double Storey Building)
VATTIYOORKAVU,81,317,47,190,288,419,222,341,462,305,564,977,1126,PTP Nagar Vidyadhiraja English MediumSchool.(Central Portion)
VATTIYOORKAVU,82,323,86,202,233,314,112,295,296,166,677,698,768,PTP Nagar Vidyadhiraja English MediumSchool.(Southern Portion)
VATTIYOORKAVU,83,368,51,138,283,318,170,322,319,248,584,829,894,Jawahar Nagar L P S And NurserySchool(Eastern Portion of Main Building)
VATTIYOORKAVU,84,472,183,261,207,229,116,257,192,196,956,582,650,Jawahar Nagar L P S And NurserySchool(Western Portion of Main Building)
VATTIYOORKAVU,85,483,122,335,281,325,146,365,243,270,1011,786,890,Jawahar Nagar L P S And NurserySchool(Northern Portion of South Building)
VATTIYOORKAVU,86,371,140,355,230,252,157,314,233,224,952,669,779,Jawahar Nagar LPS & Nursary School (SheetedBuilding  Eastern Portion)
VATTIYOORKAVU,87,309,138,182,290,539,192,418,478,353,653,1069,1260,Rajakesavadas N S S HSS Sasthamangalam(Eastern Portion of SouthBuilding)
VATTIYOORKAVU,88,304,45,172,238,299,152,267,328,199,542,719,805,Rajakesavadas N S S HSS Sasthamangalam(North portion of eastern building)
VATTIYOORKAVU,89,324,65,211,168,198,150,210,241,209,654,544,663,Govt. LPS Kanjirampara.(North Portion ofeastern Building)
VATTIYOORKAVU,90,364,38,130,276,392,314,380,363,417,550,1042,1182,Govt. LPS Kanjirampara.(Middle portion of western building)
VATTIYOORKAVU,91,304,40,205,218,411,187,281,424,282,583,851,1000,Govt. LPS Kanjirampara.(Southern Portion ofWest Building)
VATTIYOORKAVU,92,321,76,186,190,263,179,251,295,220,610,656,773,Govt. LPS Kanjirampara.(Southern Portion ofEast Building)
VATTIYOORKAVU,93,418,75,176,206,317,239,348,313,319,692,797,988,Govt. LPS Kanjirampara.(Northern Portion of East Building)
VATTIYOORKAVU,94,295,57,153,235,221,83,262,196,179,529,574,642,Rajakesavadas N S S HSS Sasthamangalam(Western Portion of SouthBuilding)
VATTIYOORKAVU,95,298,62,127,256,179,196,293,151,274,510,659,729,Rajakesavadas N S S HSSSasthamangalamEastern Portion of NorthBuilding)
VATTIYOORKAVU,96,544,48,203,213,321,149,233,335,212,820,706,790,Rajakesavadas N S S HSSSasthamangalam(Western Portion of NorthBuilding)
VATTIYOORKAVU,97,404,72,218,290,352,162,326,356,281,777,847,973,"Seventh Day English Medium School,Pangodu.(Middle Portion of North Building)"
VATTIYOORKAVU,98,329,52,139,235,169,148,275,166,202,549,573,651,"Seventh Day English Medium School, PangoduRoom No. 3 of middle portion of North Building"
VATTIYOORKAVU,99,402,99,176,224,179,113,263,198,186,698,543,653,"Seventh Day English Medium School,Pangodu.(Western Portion new Building ofNorth Building)"
VATTIYOORKAVU,100,465,92,237,424,241,185,500,212,289,815,917,1015,Govt. LPS Sasthamangalam.
VATTIYOORKAVU,101,528,55,210,308,243,237,378,171,328,820,829,890,"Seventh Day English Medium School,Pangodu.(Eastern Portion of North Building)"
VATTIYOORKAVU,102,327,35,259,262,184,109,306,179,205,647,586,696,"Govt Nursing Training Health Center,Peroorkada(North Portion)"
VATTIYOORKAVU,103,299,59,322,251,357,128,335,330,216,705,769,891,"Govt. LPS, Oolanpara.(South Portion)"
VATTIYOORKAVU,104,359,102,163,341,364,175,395,362,243,643,932,1010,"Kshethrapravesana Smaraka UPS, Peroorkada.(Northern Portion of East Building)"
VATTIYOORKAVU,105,514,69,175,383,306,150,455,304,243,782,903,1008,"Concodia UPS, Peroorkada.(Middle Portion of South Building)"
VATTIYOORKAVU,106,451,75,222,249,206,213,317,189,283,791,713,791,"Concodia UPS, Peroorkada.(Western Portion of South Building)"
VATTIYOORKAVU,107,489,73,204,183,253,299,255,233,372,784,781,870,"Concordia UPS, Nursary Section"
VATTIYOORKAVU,108,416,55,148,234,278,127,293,264,215,657,676,781,"Govt. HS, Vattiyoorkavu.(Middle Portion of North Building)"
VATTIYOORKAVU,109,445,48,194,401,251,144,474,253,232,745,847,971,"Govt. HS, Vattiyoorkavu.(West portion of higher secondary Ground floor buliding)"
VATTIYOORKAVU,110,398,38,178,355,330,184,396,305,313,657,919,1026,"Govt. HS, Vattiyoorkavu.(Western Portion of North Building)"
VATTIYOORKAVU,111,380,17,88,397,305,161,420,315,280,520,904,1025,"Govt. HS, Vattiyoorkavu.(Western Portion of South Building)"
VATTIYOORKAVU,112,331,41,88,313,275,148,369,251,233,502,789,866,"Govt. HS, Vattiyoorkavu.(Middle Portion of South Building)"
VATTIYOORKAVU,113,412,38,169,425,213,194,470,188,282,668,884,953,"Govt. HS, Vattiyoorkavu.(Easternern Portion of South Building)"
VATTIYOORKAVU,114,487,12,141,347,147,165,429,147,232,687,714,819,"Kshethrapravesana Smaraka UPS, Peroorkada.(Southern Portion of East Building)"
VATTIYOORKAVU,115,338,37,114,383,94,105,395,109,132,533,604,645,"Concodia UPS, Peroorkada.(Auditoriam)"
VATTIYOORKAVU,116,405,19,143,271,141,87,270,130,151,660,536,557,"Govt. LPS, Oolanpara.(NorthernPortion)"
VATTIYOORKAVU,117,293,32,86,360,182,149,418,153,201,433,722,781,"Govt Nursing Training Health Center, Peroorkada(South Portion)"
VATTIYOORKAVU,118,408,75,142,413,124,150,513,129,199,656,745,849,"Govt Nursing Training Health Center, Peroorkada(North Portion)"
VATTIYOORKAVU,119,398,79,159,249,161,105,313,125,194,696,556,641,"Govt. Model Girl's HSS, Pattom.(Northern Portion of East Building)"
VATTIYOORKAVU,120,420,59,134,399,106,164,451,118,222,646,726,804,"Govt. V H S S, Muttada.(Western Portion of Main Building)"
VATTIYOORKAVU,121,365,35,170,245,135,59,346,140,106,646,478,599,"Govt.V.H.S.S,Muttada"
VATTIYOORKAVU,122,382,93,173,313,317,104,423,293,238,668,804,969,"Govt. V H S S, Muttada.(Eastern Portion of Main Building)"
VATTIYOORKAVU,123,348,66,167,291,343,141,345,340,234,640,819,930,"Sree Pattomthanupillai Memorial UPS, Kuravankonam.(WesternPortion)"
VATTIYOORKAVU,124,424,72,267,361,258,104,390,262,216,787,764,882,"Sree Pattomthanupillai Memorial UPS, Kuravankonam.(Middle Portion)"
VATTIYOORKAVU,125,356,56,152,289,231,142,326,227,251,586,701,816,"Sree Pattomthanupillai Memorial UPS, Kuravankonam.(East Portion)"
VATTIYOORKAVU,126,345,58,203,264,331,125,312,319,190,639,772,831,"Salvation Army HSS, Kowdiar.(Southern Part of Western Portion of Main Building)"
VATTIYOORKAVU,127,485,75,225,228,268,149,275,254,246,839,683,783,"Salvation Army HSS, Kowdiar.(East pert of west portion of main Building)"
VATTIYOORKAVU,128,381,33,252,298,287,223,293,278,359,685,850,937,"Govt. V H S S, Muttada.(Eastern Portion)"
VATTIYOORKAVU,129,439,44,158,248,256,117,296,290,173,659,662,765,"Govt. Model Girl's HSS, Pattom.(NorthernPortion of Main Building)"
VATTIYOORKAVU,130,378,20,190,245,262,150,309,282,206,716,695,809,"Govt. Model Girl's HSS, Pattom.(Southern Portion of Main Building)"
VATTIYOORKAVU,131,293,9,225,360,359,210,429,322,302,669,996,1073,"Govt Model Girls Higher Secondary School, Pattom (South Portion of Main Building)"
VATTIYOORKAVU,132,521,20,139,280,212,169,319,167,306,696,711,805,"Govt Model Girls Higher Secondary School, Pattom (North portion of Main Building)"
VATTIYOORKAVU,133,391,30,82,385,244,165,454,241,257,614,843,965,"Govt Model Girls Higher Secondary School, Pattom (Western Middle Portion of NorthBuilding)"
VATTIYOORKAVU,134,526,42,227,366,150,210,406,148,309,824,781,888,"Salvation Army HSS, Kowdiar.(Southern Shed)"
VATTIYOORKAVU,135,533,55,192,374,125,228,414,112,290,802,781,836,"Salvation Army HSS, Kowdiar.(Central Shed)"
VATTIYOORKAVU,136,541,91,307,506,67,138,517,63,203,964,735,792,"Salvation Army HSS, Kowdiar.(Southern Portion of Central Shed)"
VATTIYOORKAVU,137,330,121,175,347,156,112,410,124,164,654,674,703,"Kerala Civil Service Acadamy,,Anathara(Northern Portion ofWestern Building)"
VATTIYOORKAVU,Postal,0,0,0,0,0,0,467,291,625,0,0,1440,
NEMOM,1,336,126,110,200,379,90,83,479,211,582,695,788,Chinnamma Memorial GHS Poojappura(Eastern portion of South building)
NEMOM,2,317,114,175,217,378,149,98,509,288,629,770,913,Chinnamma Memorial GHS Poojappura(Eastern Building)
NEMOM,3,301,141,151,205,391,111,70,541,197,612,728,819,Chinnamma Memorial GHS Poojappura( South portion of Main building)
NEMOM,4,379,169,238,300,454,195,116,629,369,820,982,1137,"Abraham Memorial H S Thirumala,(Middle portion of tile tached building on western side)"
NEMOM,5,413,217,255,319,541,184,134,737,328,932,1077,1217,"Abraham Memorial H S Thirumala,(Western Portion)"
NEMOM,6,417,193,283,215,269,192,94,399,345,927,697,847,"Abraham Memorial H S Thirumala,(Western portion of main building)"
NEMOM,7,411,120,209,303,257,207,203,358,358,819,805,940,"Govt. Lower Primary School, Mangad(North portion of the New Concrete Building"
NEMOM,8,313,112,224,142,271,119,98,410,148,702,554,662,"Govt. Lower Primary School, Mangad(East portion of the New Concrete Building)"
NEMOM,9,422,93,250,210,397,217,69,517,413,818,858,1011,Govt. LPS Mangadu.(Western Building)
NEMOM,10,341,127,154,295,393,264,129,537,427,643,993,1119,Govt.L P S Pangodu(Western portion)
NEMOM,11,365,174,230,165,415,110,59,453,234,832,707,754,Govt.L P S  Pangodu
NEMOM,12,377,103,286,190,336,122,80,472,219,914,677,784,Govt.L P S  Pangodu ( Southrn Portion  of Middle Building )
NEMOM,13,373,63,321,263,327,297,161,388,413,869,909,976,Govt.L P S Pangodu(East Portion)
NEMOM,14,489,68,366,219,153,163,110,165,343,1048,561,629,Govt L P S Thrivikramangalam(Western Portion)
NEMOM,15,399,96,245,318,267,385,169,367,566,867,1021,1126,Govt L P S Thrivikramangalam(East Portion)
NEMOM,16,239,104,215,207,191,272,87,289,416,603,690,805,Govt L P S Thrivikramangalam(Middle Portion)
NEMOM,17,318,220,142,189,197,263,100,299,351,693,669,771,Govt L P S Mudavanmugal(West portion of old building)
NEMOM,18,311,95,146,302,375,310,151,500,552,589,1019,1225,Govt L P S Mudavanmugal(Middle portion of old building)
NEMOM,19,422,66,135,194,320,255,108,464,352,790,816,939,Govt L P S Mudavanmugal(East portion of old building)
NEMOM,20,367,112,176,217,499,115,109,617,228,780,864,965,Mudavanmughal St. Mary’s School CBSE( Central Portion of Northern side of Main Building)
NEMOM,21,362,142,204,236,343,123,124,476,284,801,720,900,Mudavanmughal St. Mary’s School CBSE( Central part  of Southern side of Main Building)
NEMOM,22,400,157,169,389,290,243,260,434,455,767,957,1165,Abraham Memorial HS Thirumala(East portion of main building)
